ID	Gender	Age	Occupation
5928	F	25	0
5929	M	N/A	6
5930	M	35	11
5931	F	50	16
5932	F	18	4
5933	M	56	7
5934	M	25	20
5935	F	35	7
5936	F	45	12
5937	M	18	4
5938	M	1	10
5939	M	35	6
5940	M	18	N/A
5941	M	25	16
5942	M	18	4
5943	M	25	0
5944	M	50	7
5945	M	56	14
5946	M	50	1
5947	M	N/A	6
5948	M	25	4
5949	M	35	0
5950	F	35	0
5951	M	25	16
5952	M	25	20
5953	N/A	45	7
5954	M	25	6
5955	M	18	0
5956	F	50	16
5957	M	N/A	5
5958	M	35	12
5959	M	50	N/A
5960	M	18	4
5961	M	N/A	N/A
5962	F	25	0
5963	N/A	1	7
5964	F	45	12
5965	F	N/A	1
5966	M	25	1
5967	M	56	0
5968	M	25	11
5969	M	18	0
5970	F	45	5
5971	M	56	2
5972	M	50	6
5973	M	35	14
5974	M	1	10
5975	M	25	20
5976	M	25	14
5977	F	35	17
5978	M	35	7
5979	F	45	0
5980	M	25	N/A
5981	M	35	N/A
5982	M	25	4
5983	N/A	50	N/A
5984	M	35	7
5985	M	18	5
5986	F	25	7
5987	M	35	17
5988	M	25	6
5989	M	18	4
5990	M	N/A	N/A
5991	M	25	1
5992	M	56	13
5993	M	35	17
5994	N/A	N/A	14
5995	M	25	7
5996	M	18	16
5997	M	18	4
5998	F	1	10
5999	M	18	N/A
6000	M	25	17
6001	M	18	12
6002	M	50	12
6003	N/A	N/A	5
6004	M	25	15
6005	F	25	0
6006	M	25	N/A
6007	M	25	N/A
6008	M	1	N/A
6009	M	50	13
6010	M	50	16
6011	M	25	N/A
6012	N/A	50	8
6013	M	35	12
6014	M	25	7
6015	N/A	18	4
6016	F	50	9
6017	N/A	56	13
6018	M	35	7
6019	M	18	N/A
6020	M	35	N/A
6021	F	35	15
6022	N/A	25	17
6023	M	1	10
6024	M	50	14
6025	M	N/A	4
6026	M	18	4
6027	M	56	7
6028	F	25	14
6029	M	50	1
6030	M	25	1
6031	M	35	7
6032	M	18	17
6033	M	50	N/A
6034	M	18	2
6035	M	35	16
6036	N/A	35	17
6037	F	35	3
6038	M	56	N/A
6039	M	18	0
